game_id,season,date,home,away,score_home,score_away,spread,total,moneyline_home,moneyline_away,p_home_raw,p_away_raw,overround,p_home_fair,p_away_fair,home_won
35,2008,2007-11-04,tor,bos,95,98,1.5,194.0,-125.0,105.0,0.555555555555556,0.48780487804878,1.04336043360434,0.532467532467533,0.467532467532468,0
36,2008,2007-11-04,lac,okc,115,101,6.5,208.0,-300.0,250.0,0.75,0.285714285714286,1.03571428571429,0.724137931034483,0.275862068965517,1
37,2008,2007-11-04,ny,min,97,93,9.0,193.0,-425.0,355.0,0.80952380952381,0.21978021978022,1.02930402930403,0.786476868327402,0.213523131672598,1
38,2008,2007-11-04,mia,cha,88,90,3.5,186.5,-160.0,140.0,0.615384615384615,0.416666666666667,1.03205128205128,0.596273291925466,0.403726708074534,0
39,2008,2007-11-04,det,atl,92,91,8.0,191.0,-350.0,290.0,0.777777777777778,0.256410256410256,1.03418803418803,0.752066115702479,0.247933884297521,1
40,2008,2007-11-04,den,no,88,93,5.0,214.5,-215.0,185.0,0.682539682539683,0.350877192982456,1.03341687552214,0.660468876313662,0.339531123686338,0
41,2008,2007-11-04,phx,cle,103,92,7.5,205.0,-350.0,290.0,0.777777777777778,0.256410256410256,1.03418803418803,0.752066115702479,0.247933884297521,1
42,2008,2007-11-04,lal,utah,119,109,1.0,205.5,-115.0,-105.0,0.534883720930233,0.51219512195122,1.04707884288145,0.510834236186349,0.489165763813651,1
43,2008,2007-11-05,dal,hou,107,98,4.5,189.5,-200.0,170.0,0.666666666666667,0.37037037037037,1.03703703703704,0.642857142857143,0.357142857142857,1
44,2008,2007-11-06,cha,phx,83,115,4.0,207.0,165.0,-195.0,0.377358490566038,0.661016949152542,1.03837543971858,0.36341238065907,0.63658761934093,0
45,2008,2007-11-06,bkn,atl,87,82,4.0,188.5,-190.0,160.0,0.655172413793103,0.384615384615385,1.03978779840849,0.630102040816327,0.369897959183674,1
46,2008,2007-11-06,ny,den,119,112,3.0,211.0,140.0,-160.0,0.416666666666667,0.615384615384615,1.03205128205128,0.403726708074534,0.596273291925466,1
47,2008,2007-11-06,min,orl,103,111,6.5,186.5,250.0,-300.0,0.285714285714286,0.75,1.03571428571429,0.275862068965517,0.724137931034483,0
48,2008,2007-11-06,mil,tor,112,85,3.0,190.0,140.0,-160.0,0.416666666666667,0.615384615384615,1.03205128205128,0.403726708074534,0.596273291925466,1
49,2008,2007-11-06,hou,sa,89,81,2.0,183.5,115.0,-135.0,0.465116279069767,0.574468085106383,1.03958436417615,0.447405997144217,0.552594002855783,1
50,2008,2007-11-06,chi,lac,91,97,8.5,193.0,-405.0,335.0,0.801980198019802,0.229885057471264,1.03186525549107,0.777214073012022,0.222785926987978,0
51,2008,2007-11-06,sac,okc,104,98,2.0,208.0,-130.0,110.0,0.565217391304348,0.476190476190476,1.04140786749482,0.542743538767396,0.457256461232604,1
52,2008,2007-11-06,gs,cle,104,108,2.0,209.5,-135.0,115.0,0.574468085106383,0.465116279069767,1.03958436417615,0.552594002855783,0.447405997144217,0
53,2008,2007-11-06,lal,no,104,118,3.0,205.5,-155.0,135.0,0.607843137254902,0.425531914893617,1.03337505214852,0.588211546225272,0.411788453774728,0
54,2008,2007-11-07,tor,orl,96,105,4.0,191.5,-200.0,170.0,0.666666666666667,0.37037037037037,1.03703703703704,0.642857142857143,0.357142857142857,0
55,2008,2007-11-07,atl,phx,105,96,5.0,207.0,190.0,-230.0,0.344827586206897,0.696969696969697,1.04179728317659,0.33099297893681,0.66900702106319,1
56,2008,2007-11-07,ind,lac,89,104,6.5,207.5,-290.0,240.0,0.743589743589744,0.294117647058824,1.03770739064857,0.71656976744186,0.28343023255814,0
57,2008,2007-11-07,phi,cha,94,63,4.0,189.0,-195.0,165.0,0.661016949152542,0.377358490566038,1.03837543971858,0.63658761934093,0.36341238065907,1
58,2008,2007-11-07,bos,den,119,93,6.5,202.5,-295.0,245.0,0.746835443037975,0.289855072463768,1.03669051550174,0.72040346841267,0.27959653158733,1
59,2008,2007-11-07,sa,mia,88,78,11.5,180.5,-1200.0,800.0,0.923076923076923,0.111111111111111,1.03418803418803,0.892561983471074,0.107438016528926,1
60,2008,2007-11-07,utah,cle,103,101,9.0,194.5,-500.0,400.0,0.833333333333333,0.2,1.03333333333333,0.806451612903226,0.193548387096774,1
61,2008,2007-11-07,okc,mem,98,105,0.0,218.5,-110.0,-110.0,0.523809523809524,0.523809523809524,1.04761904761905,0.5,0.5,0
62,2008,2007-11-07,por,no,93,90,2.5,201.5,125.0,-145.0,0.444444444444444,0.591836734693878,1.03628117913832,0.428884026258206,0.571115973741794,1
63,2008,2007-11-08,bkn,wsh,87,85,6.0,190.0,-275.0,235.0,0.733333333333333,0.298507462686567,1.0318407960199,0.710703953712633,0.289296046287367,1
64,2008,2007-11-08,chi,det,97,93,1.0,182.0,-120.0,100.0,0.545454545454545,0.5,1.04545454545455,0.521739130434783,0.478260869565217,1
65,2008,2007-11-08,gs,dal,115,120,7.5,216.0,275.0,-325.0,0.266666666666667,0.764705882352941,1.03137254901961,0.258555133079848,0.741444866920152,0
66,2008,2007-11-09,phi,tor,103,105,2.0,187.5,110.0,-130.0,0.476190476190476,0.565217391304348,1.04140786749482,0.457256461232604,0.542743538767396,0
67,2008,2007-11-09,cha,ind,96,87,1.5,195.0,-125.0,105.0,0.555555555555556,0.48780487804878,1.04336043360434,0.532467532467533,0.467532467532468,1
68,2008,2007-11-09,bos,atl,106,83,8.5,193.0,-430.0,360.0,0.811320754716981,0.217391304347826,1.02871205906481,0.788676236044657,0.211323763955343,1
69,2008,2007-11-09,ny,orl,102,112,1.0,201.5,-115.0,-105.0,0.534883720930233,0.51219512195122,1.04707884288145,0.510834236186349,0.489165763813651,0
70,2008,2007-11-09,mia,phx,101,106,8.0,195.5,315.0,-375.0,0.240963855421687,0.789473684210526,1.03043753963221,0.233846153846154,0.766153846153846,0
71,2008,2007-11-09,det,lac,103,79,8.0,191.5,-375.0,315.0,0.789473684210526,0.240963855421687,1.03043753963221,0.766153846153846,0.233846153846154,1
72,2008,2007-11-09,no,sa,85,97,3.5,186.0,145.0,-165.0,0.408163265306122,0.622641509433962,1.03080477474008,0.395965633171461,0.604034366828539,0
73,2008,2007-11-09,wsh,den,92,118,2.0,209.5,110.0,-130.0,0.476190476190476,0.565217391304348,1.04140786749482,0.457256461232604,0.542743538767396,0
74,2008,2007-11-09,hou,mil,104,88,9.0,188.5,-475.0,395.0,0.826086956521739,0.202020202020202,1.02810715854194,0.8035027765912,0.1964972234088,1
75,2008,2007-11-09,por,mem,110,98,2.5,208.5,-140.0,120.0,0.583333333333333,0.454545454545455,1.03787878787879,0.562043795620438,0.437956204379562,1
76,2008,2007-11-09,okc,utah,101,103,6.5,211.5,240.0,-290.0,0.294117647058824,0.743589743589744,1.03770739064857,0.28343023255814,0.71656976744186,0
77,2008,2007-11-09,lal,min,107,93,11.0,204.0,-800.0,600.0,0.888888888888889,0.142857142857143,1.03174603174603,0.861538461538462,0.138461538461538,1
78,2008,2007-11-09,sac,cle,91,93,5.5,192.5,205.0,-245.0,0.327868852459016,0.710144927536232,1.03801377999525,0.315861753261616,0.684138246738384,0
79,2008,2007-11-10,ind,den,106,113,1.5,212.0,105.0,-125.0,0.48780487804878,0.555555555555556,1.04336043360434,0.467532467532468,0.532467532467533,0
80,2008,2007-11-10,orl,phx,96,106,1.5,209.0,105.0,-125.0,0.48780487804878,0.555555555555556,1.04336043360434,0.467532467532468,0.532467532467533,0
81,2008,2007-11-10,bkn,bos,101,112,3.0,182.5,130.0,-150.0,0.434782608695652,0.6,1.03478260869565,0.420168067226891,0.579831932773109,0
82,2008,2007-11-10,chi,tor,71,101,6.5,189.5,-260.0,220.0,0.722222222222222,0.3125,1.03472222222222,0.697986577181208,0.302013422818792,0
83,2008,2007-11-10,utah,mem,118,94,10.0,216.0,-600.0,475.0,0.857142857142857,0.173913043478261,1.03105590062112,0.831325301204819,0.168674698795181,1
84,2008,2007-11-10,sac,min,100,93,4.5,193.0,-200.0,170.0,0.666666666666667,0.37037037037037,1.03703703703704,0.642857142857143,0.357142857142857,1
85,2008,2007-11-10,por,dal,91,82,7.5,201.5,290.0,-350.0,0.256410256410256,0.777777777777778,1.03418803418803,0.247933884297521,0.752066115702479,1
86,2008,2007-11-11,atl,wsh,90,101,5.5,192.5,-230.0,190.0,0.696969696969697,0.344827586206897,1.04179728317659,0.66900702106319,0.33099297893681,0
87,2008,2007-11-11,cha,hou,82,85,6.5,186.0,235.0,-275.0,0.298507462686567,0.733333333333333,1.0318407960199,0.289296046287367,0.710703953712633,0
88,2008,2007-11-11,phi,no,72,93,3.0,190.5,130.0,-150.0,0.434782608695652,0.6,1.03478260869565,0.420168067226891,0.579831932773109,0
89,2008,2007-11-11,ny,mia,72,75,3.0,192.0,-150.0,130.0,0.6,0.434782608695652,1.03478260869565,0.579831932773109,0.420168067226891,0
90,2008,2007-11-11,sa,mil,113,88,10.5,186.5,-700.0,550.0,0.875,0.153846153846154,1.02884615384615,0.850467289719626,0.149532710280374,1
91,2008,2007-11-11,okc,det,103,107,6.5,196.0,235.0,-275.0,0.298507462686567,0.733333333333333,1.0318407960199,0.289296046287367,0.710703953712633,0
92,2008,2007-11-11,lac,cle,95,103,1.0,192.0,-110.0,-110.0,0.523809523809524,0.523809523809524,1.04761904761905,0.5,0.5,0
93,2008,2007-11-12,bkn,no,82,84,2.0,184.5,110.0,-130.0,0.476190476190476,0.565217391304348,1.04140786749482,0.457256461232604,0.542743538767396,0
94,2008,2007-11-12,den,cle,122,100,7.5,208.0,-335.0,285.0,0.770114942528736,0.25974025974026,1.029855202269,0.747789534715176,0.252210465284824,1
95,2008,2007-11-12,utah,sac,117,93,14.0,206.0,-1700.0,1050.0,0.944444444444444,0.0869565217391304,1.03140096618357,0.915690866510539,0.0843091334894614,1
96,2008,2007-11-13,orl,okc,103,76,10.5,209.0,-650.0,525.0,0.866666666666667,0.16,1.02666666666667,0.844155844155844,0.155844155844156,1
97,2008,2007-11-13,cha,mia,91,76,1.5,178.0,-125.0,105.0,0.555555555555556,0.48780487804878,1.04336043360434,0.532467532467533,0.467532467532468,1
98,2008,2007-11-13,ind,bos,86,101,7.0,198.0,250.0,-300.0,0.285714285714286,0.75,1.03571428571429,0.275862068965517,0.724137931034483,0
99,2008,2007-11-13,mem,hou,105,99,6.5,201.5,230.0,-270.0,0.303030303030303,0.72972972972973,1.03276003276003,0.293417922283902,0.706582077716098,1
100,2008,2007-11-13,dal,phi,99,84,11.0,192.5,-800.0,600.0,0.888888888888889,0.142857142857143,1.03174603174603,0.861538461538462,0.138461538461538,1
101,2008,2007-11-13,sa,lal,107,92,8.0,199.0,-365.0,305.0,0.78494623655914,0.246913580246914,1.03185981680605,0.760710150521034,0.239289849478966,1
102,2008,2007-11-13,phx,ny,113,102,13.0,210.5,-1400.0,900.0,0.933333333333333,0.1,1.03333333333333,0.903225806451613,0.0967741935483871,1
103,2008,2007-11-13,por,det,102,94,5.0,190.0,190.0,-230.0,0.344827586206897,0.696969696969697,1.04179728317659,0.33099297893681,0.66900702106319,1
104,2008,2007-11-14,wsh,ind,103,90,5.5,200.5,-240.0,200.0,0.705882352941177,0.333333333333333,1.03921568627451,0.679245283018868,0.320754716981132,1
105,2008,2007-11-14,cle,orl,116,117,3.0,190.5,-150.0,130.0,0.6,0.434782608695652,1.03478260869565,0.579831932773109,0.420168067226891,0
106,2008,2007-11-14,tor,utah,88,92,0.0,204.0,-110.0,-110.0,0.523809523809524,0.523809523809524,1.04761904761905,0.5,0.5,0
107,2008,2007-11-14,atl,cha,117,109,5.5,188.0,-240.0,200.0,0.705882352941177,0.333333333333333,1.03921568627451,0.679245283018868,0.320754716981132,1
108,2008,2007-11-14,mia,okc,95,104,7.0,191.5,-290.0,240.0,0.743589743589744,0.294117647058824,1.03770739064857,0.71656976744186,0.28343023255814,0
109,2008,2007-11-14,bos,bkn,91,69,10.0,181.0,-650.0,525.0,0.866666666666667,0.16,1.02666666666667,0.844155844155844,0.155844155844156,1
110,2008,2007-11-14,min,sac,108,103,2.0,190.5,-130.0,110.0,0.565217391304348,0.476190476190476,1.04140786749482,0.542743538767396,0.457256461232604,1
111,2008,2007-11-14,mil,mem,102,99,6.5,206.5,-260.0,220.0,0.722222222222222,0.3125,1.03472222222222,0.697986577181208,0.302013422818792,1
112,2008,2007-11-14,no,phi,95,76,8.5,187.5,-450.0,370.0,0.818181818181818,0.212765957446809,1.03094777562863,0.793621013133208,0.206378986866792,1
113,2008,2007-11-14,den,por,110,93,11.0,212.0,-700.0,550.0,0.875,0.153846153846154,1.02884615384615,0.850467289719626,0.149532710280374,1
114,2008,2007-11-14,hou,lal,90,93,6.5,199.5,-290.0,240.0,0.743589743589744,0.294117647058824,1.03770739064857,0.71656976744186,0.28343023255814,0
115,2008,2007-11-14,lac,ny,84,81,7.5,200.5,-325.0,275.0,0.764705882352941,0.266666666666667,1.03137254901961,0.741444866920152,0.258555133079848,1
116,2008,2007-11-14,gs,det,104,111,1.0,211.0,100.0,-120.0,0.5,0.545454545454545,1.04545454545455,0.478260869565217,0.521739130434783,0
117,2008,2007-11-15,dal,sa,105,92,1.5,189.5,-125.0,105.0,0.555555555555556,0.48780487804878,1.04336043360434,0.532467532467533,0.467532467532468,1
118,2008,2007-11-15,phx,chi,112,102,8.5,204.0,-425.0,355.0,0.80952380952381,0.21978021978022,1.02930402930403,0.786476868327402,0.213523131672598,1
119,2008,2007-11-16,phi,por,92,88,3.0,184.0,-150.0,130.0,0.6,0.434782608695652,1.03478260869565,0.579831932773109,0.420168067226891,1
120,2008,2007-11-16,tor,ind,110,101,7.5,195.5,-335.0,285.0,0.770114942528736,0.25974025974026,1.029855202269,0.747789534715176,0.252210465284824,1
121,2008,2007-11-16,bos,mia,92,91,10.0,183.0,-650.0,525.0,0.866666666666667,0.16,1.02666666666667,0.844155844155844,0.155844155844156,1
122,2008,2007-11-16,bkn,orl,70,95,3.5,186.0,150.0,-170.0,0.4,0.62962962962963,1.02962962962963,0.388489208633094,0.611510791366906,0
123,2008,2007-11-16,cle,utah,99,94,1.5,199.5,-125.0,105.0,0.555555555555556,0.48780487804878,1.04336043360434,0.532467532467533,0.467532467532468,1
124,2008,2007-11-16,atl,okc,123,126,6.0,204.5,-275.0,235.0,0.733333333333333,0.298507462686567,1.0318407960199,0.710703953712633,0.289296046287367,0
125,2008,2007-11-16,sa,hou,90,84,9.0,177.5,-500.0,400.0,0.833333333333333,0.2,1.03333333333333,0.806451612903226,0.193548387096774,1
126,2008,2007-11-16,mem,no,118,120,3.0,204.5,140.0,-160.0,0.416666666666667,0.615384615384615,1.03205128205128,0.403726708074534,0.596273291925466,0
127,2008,2007-11-16,min,wsh,89,105,3.5,191.5,150.0,-170.0,0.4,0.62962962962963,1.02962962962963,0.388489208633094,0.611510791366906,0
128,2008,2007-11-16,sac,ny,119,115,3.5,198.5,-170.0,150.0,0.62962962962963,0.4,1.02962962962963,0.611510791366906,0.388489208633094,1
129,2008,2007-11-16,lal,det,103,91,4.0,198.5,-175.0,155.0,0.636363636363636,0.392156862745098,1.02852049910873,0.618717504332756,0.381282495667244,1
130,2008,2007-11-16,gs,lac,122,105,5.5,219.5,-250.0,210.0,0.714285714285714,0.32258064516129,1.036866359447,0.688888888888889,0.311111111111111,1
131,2008,2007-11-17,wsh,por,109,90,4.5,190.0,-205.0,175.0,0.672131147540984,0.363636363636364,1.03576751117735,0.648920863309353,0.351079136690647,1
132,2008,2007-11-17,cha,okc,100,84,8.0,199.5,-360.0,300.0,0.782608695652174,0.25,1.03260869565217,0.757894736842105,0.242105263157895,1
133,2008,2007-11-17,ind,utah,117,97,5.0,204.5,190.0,-230.0,0.344827586206897,0.696969696969697,1.04179728317659,0.33099297893681,0.66900702106319,1
134,2008,2007-11-17,bkn,mia,87,91,3.0,174.0,135.0,-155.0,0.425531914893617,0.607843137254902,1.03337505214852,0.411788453774728,0.588211546225272,0
135,2008,2007-11-17,min,no,82,100,4.0,188.0,160.0,-190.0,0.384615384615385,0.655172413793103,1.03978779840849,0.369897959183674,0.630102040816327,0
136,2008,2007-11-17,mil,atl,105,96,7.5,196.5,-335.0,285.0,0.770114942528736,0.25974025974026,1.029855202269,0.747789534715176,0.252210465284824,1
137,2008,2007-11-17,dal,mem,108,105,14.0,213.0,-1500.0,950.0,0.9375,0.0952380952380952,1.0327380952381,0.907780979827089,0.0922190201729106,1
138,2008,2007-11-17,hou,phx,105,115,5.5,196.0,210.0,-250.0,0.32258064516129,0.714285714285714,1.036866359447,0.311111111111111,0.688888888888889,0
139,2008,2007-11-17,den,ny,115,83,14.0,213.5,-1300.0,850.0,0.928571428571429,0.105263157894737,1.03383458646617,0.898181818181818,0.101818181818182,1
140,2008,2007-11-17,lac,chi,73,92,3.0,187.0,140.0,-160.0,0.416666666666667,0.615384615384615,1.03205128205128,0.403726708074534,0.596273291925466,0
141,2008,2007-11-18,tor,gs,100,106,6.5,219.5,-260.0,220.0,0.722222222222222,0.3125,1.03472222222222,0.697986577181208,0.302013422818792,0
142,2008,2007-11-18,orl,bos,104,102,1.0,187.5,100.0,-120.0,0.5,0.545454545454545,1.04545454545455,0.478260869565217,0.521739130434783,1
143,2008,2007-11-18,sac,det,105,95,4.5,195.5,175.0,-205.0,0.363636363636364,0.672131147540984,1.03576751117735,0.351079136690647,0.648920863309353,1
144,2008,2007-11-18,lal,chi,106,78,5.5,198.0,-230.0,190.0,0.696969696969697,0.344827586206897,1.04179728317659,0.66900702106319,0.33099297893681,1
145,2008,2007-11-19,cha,por,101,92,5.5,190.5,-230.0,190.0,0.696969696969697,0.344827586206897,1.04179728317659,0.66900702106319,0.33099297893681,1
146,2008,2007-11-19,mem,okc,125,108,5.5,218.5,-235.0,195.0,0.701492537313433,0.338983050847458,1.04047558816089,0.674203744225626,0.325796255774374,1
147,2008,2007-11-19,no,orl,88,95,1.0,186.0,-120.0,100.0,0.545454545454545,0.5,1.04545454545455,0.521739130434783,0.478260869565217,0
148,2008,2007-11-19,utah,bkn,102,75,11.0,191.0,-700.0,550.0,0.875,0.153846153846154,1.02884615384615,0.850467289719626,0.149532710280374,1
149,2008,2007-11-20,wsh,phi,116,101,5.0,183.5,-230.0,190.0,0.696969696969697,0.344827586206897,1.04179728317659,0.66900702106319,0.33099297893681,1
150,2008,2007-11-20,cle,mil,107,111,6.5,193.5,-290.0,240.0,0.743589743589744,0.294117647058824,1.03770739064857,0.71656976744186,0.28343023255814,0
151,2008,2007-11-20,ind,lal,114,134,1.5,207.5,105.0,-125.0,0.48780487804878,0.555555555555556,1.04336043360434,0.467532467532468,0.532467532467533,0
152,2008,2007-11-20,atl,sa,83,95,6.0,190.0,210.0,-250.0,0.32258064516129,0.714285714285714,1.036866359447,0.311111111111111,0.688888888888889,0
153,2008,2007-11-20,ny,gs,82,108,1.0,220.0,100.0,-120.0,0.5,0.545454545454545,1.04545454545455,0.478260869565217,0.521739130434783,0
154,2008,2007-11-20,dal,tor,105,99,8.5,197.0,-425.0,355.0,0.80952380952381,0.21978021978022,1.02930402930403,0.786476868327402,0.213523131672598,1
155,2008,2007-11-20,den,chi,112,91,8.5,201.5,-450.0,370.0,0.818181818181818,0.212765957446809,1.03094777562863,0.793621013133208,0.206378986866792,1
156,2008,2007-11-20,sac,phx,98,100,7.5,218.0,280.0,-330.0,0.263157894736842,0.767441860465116,1.03059975520196,0.255344418052257,0.744655581947744,0
157,2008,2007-11-21,cha,wsh,111,114,7.0,192.5,-300.0,250.0,0.75,0.285714285714286,1.03571428571429,0.724137931034483,0.275862068965517,0
158,2008,2007-11-21,bos,gs,105,82,11.0,214.0,-820.0,620.0,0.891304347826087,0.138888888888889,1.03019323671498,0.865181711606096,0.134818288393904,1
159,2008,2007-11-21,hou,dal,94,100,2.5,190.0,-140.0,120.0,0.583333333333333,0.454545454545455,1.03787878787879,0.562043795620438,0.437956204379562,0
160,2008,2007-11-21,mia,atl,79,82,8.0,187.5,-430.0,360.0,0.811320754716981,0.217391304347826,1.02871205906481,0.788676236044657,0.211323763955343,0
161,2008,2007-11-21,no,ind,93,105,7.5,199.0,-325.0,275.0,0.764705882352941,0.266666666666667,1.03137254901961,0.741444866920152,0.258555133079848,0
162,2008,2007-11-21,mem,tor,89,95,4.0,211.5,-175.0,155.0,0.636363636363636,0.392156862745098,1.02852049910873,0.618717504332756,0.381282495667244,0
163,2008,2007-11-21,min,cle,86,97,5.0,191.5,190.0,-230.0,0.344827586206897,0.696969696969697,1.04179728317659,0.33099297893681,0.66900702106319,0
164,2008,2007-11-21,mil,lal,110,103,2.0,208.0,115.0,-135.0,0.465116279069767,0.574468085106383,1.03958436417615,0.447405997144217,0.552594002855783,1
165,2008,2007-11-21,det,ny,98,86,10.5,192.5,-800.0,600.0,0.888888888888889,0.142857142857143,1.03174603174603,0.861538461538462,0.138461538461538,1
166,2008,2007-11-21,sa,orl,128,110,6.0,187.5,-265.0,225.0,0.726027397260274,0.307692307692308,1.03371970495258,0.702344546381244,0.297655453618756,1
167,2008,2007-11-21,phx,sac,127,111,14.0,216.0,-1600.0,1000.0,0.941176470588235,0.0909090909090909,1.03208556149733,0.911917098445596,0.0880829015544042,1
168,2008,2007-11-21,por,bkn,101,106,3.0,183.5,-155.0,135.0,0.607843137254902,0.425531914893617,1.03337505214852,0.588211546225272,0.411788453774728,0
169,2008,2007-11-21,lac,den,101,90,6.5,204.5,260.0,-310.0,0.277777777777778,0.75609756097561,1.03387533875339,0.26867627785059,0.73132372214941,1
170,2008,2007-11-23,wsh,gs,115,123,2.5,214.0,115.0,-135.0,0.465116279069767,0.574468085106383,1.03958436417615,0.447405997144217,0.552594002855783,0
171,2008,2007-11-23,orl,cha,105,92,9.5,197.5,-500.0,400.0,0.833333333333333,0.2,1.03333333333333,0.806451612903226,0.193548387096774,1
172,2008,2007-11-23,bos,lal,107,94,8.0,205.0,-360.0,300.0,0.782608695652174,0.25,1.03260869565217,0.757894736842105,0.242105263157895,1
173,2008,2007-11-23,det,phi,83,78,9.5,184.0,-600.0,450.0,0.857142857142857,0.181818181818182,1.03896103896104,0.825,0.175,1
